Town/County,FIPS,Year,Category,Measure Type,Variable,Value
New Haven,900952070,2015,All Industries,US Dollars,Annual Average Wage,66352
New Haven,900952070,2015,Government,Number,Annual Average Employment,11930
New Haven,900952070,2015,Government,Number,Number of Employers,81
New Haven,900952070,2015,Government,US Dollars,Annual Average Wage,62128
New Haven County,9009,2004,All Industries,Number,Annual Average Employment,360710
New Haven County,9009,2004,All Industries,Number,Number of Employers,22001
New Haven County,9009,2004,All Industries,US Dollars,Annual Average Wage,43006
New Haven County,9009,2004,Government,Number,Annual Average Employment,47448
New Haven County,9009,2004,Government,Number,Number of Employers,659
New Haven County,9009,2004,Government,US Dollars,Annual Average Wage,47506
New Haven County,9009,2005,All Industries,Number,Annual Average Employment,360612
New Haven County,9009,2005,All Industries,Number,Number of Employers,22146
New Haven County,9009,2005,All Industries,US Dollars,Annual Average Wage,43980
New Haven County,9009,2005,Government,US Dollars,Annual Average Wage,48344
New Haven County,9009,2005,Government,Number,Annual Average Employment,47336
New Haven County,9009,2005,Government,Number,Number of Employers,661
New Haven County,9009,2006,All Industries,Number,Number of Employers,22384
New Haven County,9009,2006,All Industries,US Dollars,Annual Average Wage,44893
New Haven County,9009,2006,All Industries,Number,Annual Average Employment,367202
New Haven County,9009,2006,Government,US Dollars,Annual Average Wage,-9999
New Haven County,9009,2006,Government,Number,Annual Average Employment,-9999
New Haven County,9009,2006,Government,Number,Number of Employers,-9999
New Haven County,9009,2007,All Industries,US Dollars,Annual Average Wage,47034
New Haven County,9009,2007,All Industries,Number,Annual Average Employment,366838
New Haven County,9009,2007,All Industries,Number,Number of Employers,22668
New Haven County,9009,2007,Government,US Dollars,Annual Average Wage,50951
New Haven County,9009,2007,Government,Number,Annual Average Employment,49677
New Haven County,9009,2007,Government,Number,Number of Employers,660
New Haven County,9009,2008,All Industries,US Dollars,Annual Average Wage,48239
New Haven County,9009,2008,All Industries,Number,Annual Average Employment,364420
New Haven County,9009,2008,All Industries,Number,Number of Employers,22690
New Haven County,9009,2008,Government,US Dollars,Annual Average Wage,52173
New Haven County,9009,2008,Government,Number,Annual Average Employment,50242
New Haven County,9009,2008,Government,Number,Number of Employers,657
New Haven County,9009,2009,All Industries,Number,Annual Average Employment,349363
New Haven County,9009,2009,All Industries,US Dollars,Annual Average Wage,48681
New Haven County,9009,2009,All Industries,Number,Number of Employers,22436
New Haven County,9009,2009,Government,Number,Annual Average Employment,49761
New Haven County,9009,2009,Government,US Dollars,Annual Average Wage,55320
New Haven County,9009,2009,Government,Number,Number of Employers,662
New Haven County,9009,2010,All Industries,US Dollars,Annual Average Wage,49658
New Haven County,9009,2010,All Industries,Number,Annual Average Employment,345577
New Haven County,9009,2010,All Industries,Number,Number of Employers,22375
New Haven County,9009,2010,Government,US Dollars,Annual Average Wage,55659
New Haven County,9009,2010,Government,Number,Annual Average Employment,49223
New Haven County,9009,2010,Government,Number,Number of Employers,659
New Haven County,9009,2011,All Industries,Number,Annual Average Employment,348985
New Haven County,9009,2011,All Industries,US Dollars,Annual Average Wage,50456
New Haven County,9009,2011,All Industries,Number,Number of Employers,22260
New Haven County,9009,2011,Government,US Dollars,Annual Average Wage,57219
New Haven County,9009,2011,Government,Number,Annual Average Employment,48511
New Haven County,9009,2011,Government,Number,Number of Employers,647
New Haven County,9009,2012,All Industries,US Dollars,Annual Average Wage,51298
New Haven County,9009,2012,All Industries,Number,Annual Average Employment,354328
New Haven County,9009,2012,All Industries,Number,Number of Employers,22586
New Haven County,9009,2012,Government,US Dollars,Annual Average Wage,57152
New Haven County,9009,2012,Government,Number,Annual Average Employment,47988
New Haven County,9009,2012,Government,Number,Number of Employers,638
New Haven County,9009,2013,All Industries,US Dollars,Annual Average Wage,51914
New Haven County,9009,2013,All Industries,Number,Annual Average Employment,356898
New Haven County,9009,2013,All Industries,Number,Number of Employers,22940
New Haven County,9009,2013,Government,US Dollars,Annual Average Wage,58525
New Haven County,9009,2013,Government,Number,Annual Average Employment,47705
New Haven County,9009,2013,Government,Number,Number of Employers,635
New Haven County,9009,2014,All Industries,US Dollars,Annual Average Wage,53117
New Haven County,9009,2014,All Industries,Number,Annual Average Employment,359104
New Haven County,9009,2014,All Industries,Number,Number of Employers,23117
New Haven County,9009,2014,Government,US Dollars,Annual Average Wage,59913
New Haven County,9009,2014,Government,Number,Annual Average Employment,47903
New Haven County,9009,2014,Government,Number,Number of Employers,626
New Haven County,9009,2015,All Industries,US Dollars,Annual Average Wage,54529
New Haven County,9009,2015,All Industries,Number,Annual Average Employment,359962
New Haven County,9009,2015,All Industries,Number,Number of Employers,23433
New Haven County,9009,2015,Government,US Dollars,Annual Average Wage,61944
New Haven County,9009,2015,Government,Number,Annual Average Employment,48042
New Haven County,9009,2015,Government,Number,Number of Employers,622
New London,901152350,2004,All Industries,Number,Annual Average Employment,16003
New London,901152350,2004,All Industries,US Dollars,Annual Average Wage,47821
New London,901152350,2004,All Industries,Number,Number of Employers,819
New London,901152350,2004,Government,US Dollars,Annual Average Wage,49007
New London,901152350,2004,Government,Number,Annual Average Employment,1944
New London,901152350,2004,Government,Number,Number of Employers,38
New London,901152350,2005,All Industries,Number,Annual Average Employment,15665
New London,901152350,2005,All Industries,Number,Number of Employers,813
New London,901152350,2005,All Industries,US Dollars,Annual Average Wage,47990
New London,901152350,2005,Government,Number,Number of Employers,37
New London,901152350,2005,Government,US Dollars,Annual Average Wage,51072
New London,901152350,2005,Government,Number,Annual Average Employment,1904
New London,901152350,2006,All Industries,Number,Number of Employers,808
New London,901152350,2006,All Industries,US Dollars,Annual Average Wage,51426
New London,901152350,2006,All Industries,Number,Annual Average Employment,15768
New London,901152350,2006,Government,Number,Number of Employers,37
New London,901152350,2006,Government,Number,Annual Average Employment,1944
New London,901152350,2006,Government,US Dollars,Annual Average Wage,52835
New London,901152350,2007,All Industries,Number,Annual Average Employment,16095
New London,901152350,2007,All Industries,Number,Number of Employers,821
New London,901152350,2007,All Industries,US Dollars,Annual Average Wage,56391
New London,901152350,2007,Government,Number,Annual Average Employment,1994
New London,901152350,2007,Government,US Dollars,Annual Average Wage,52580
New London,901152350,2007,Government,Number,Number of Employers,40
New London,901152350,2008,All Industries,Number,Number of Employers,825
New London,901152350,2008,All Industries,US Dollars,Annual Average Wage,58398
New London,901152350,2008,All Industries,Number,Annual Average Employment,16150
New London,901152350,2008,Government,Number,Number of Employers,40
New London,901152350,2008,Government,US Dollars,Annual Average Wage,56700
New London,901152350,2008,Government,Number,Annual Average Employment,2012
New London,901152350,2009,All Industries,Number,Number of Employers,848
New London,901152350,2009,All Industries,US Dollars,Annual Average Wage,60349
New London,901152350,2009,All Industries,Number,Annual Average Employment,15609
New London,901152350,2009,Government,Number,Number of Employers,42
New London,901152350,2009,Government,Number,Annual Average Employment,2021
New London,901152350,2009,Government,US Dollars,Annual Average Wage,57380
New London,901152350,2010,All Industries,US Dollars,Annual Average Wage,60146
New London,901152350,2010,All Industries,Number,Annual Average Employment,15360
New London,901152350,2010,All Industries,Number,Number of Employers,829
New London,901152350,2010,Government,Number,Annual Average Employment,2108
New London,901152350,2010,Government,Number,Number of Employers,43
New London,901152350,2010,Government,US Dollars,Annual Average Wage,55116
New London,901152350,2011,All Industries,US Dollars,Annual Average Wage,57518
New London,901152350,2011,All Industries,Number,Annual Average Employment,14693
New London,901152350,2011,All Industries,Number,Number of Employers,803
New London,901152350,2011,Government,US Dollars,Annual Average Wage,61018
New London,901152350,2011,Government,Number,Number of Employers,43
New London,901152350,2011,Government,Number,Annual Average Employment,1942
New London,901152350,2012,All Industries,Number,Number of Employers,836
New London,901152350,2012,All Industries,Number,Annual Average Employment,14128
New London,901152350,2012,All Industries,US Dollars,Annual Average Wage,51045
New London,901152350,2012,Government,Number,Number of Employers,46
New London,901152350,2012,Government,Number,Annual Average Employment,1939
New London,901152350,2012,Government,US Dollars,Annual Average Wage,60689
New London,901152350,2013,All Industries,Number,Annual Average Employment,13883
New London,901152350,2013,All Industries,US Dollars,Annual Average Wage,51466
New London,901152350,2013,All Industries,Number,Number of Employers,863
New London,901152350,2013,Government,Number,Number of Employers,43
New London,901152350,2013,Government,US Dollars,Annual Average Wage,58318
New London,901152350,2013,Government,Number,Annual Average Employment,1752
New London,901152350,2014,All Industries,US Dollars,Annual Average Wage,53423
New London,901152350,2014,All Industries,Number,Number of Employers,848
New London,901152350,2014,All Industries,Number,Annual Average Employment,13830
New London,901152350,2014,Government,US Dollars,Annual Average Wage,60013
New London,901152350,2014,Government,Number,Number of Employers,43
New London,901152350,2014,Government,Number,Annual Average Employment,1796
New London,901152350,2015,All Industries,Number,Annual Average Employment,13834
New London,901152350,2015,All Industries,US Dollars,Annual Average Wage,53932
New London,901152350,2015,All Industries,Number,Number of Employers,864
New London,901152350,2015,Government,Number,Number of Employers,43
New London,901152350,2015,Government,US Dollars,Annual Average Wage,60369
New London,901152350,2015,Government,Number,Annual Average Employment,1823
New London County,9011,2004,All Industries,Number,Annual Average Employment,127756
New London County,9011,2004,All Industries,Number,Number of Employers,6652
New London County,9011,2004,All Industries,US Dollars,Annual Average Wage,41444
New London County,9011,2004,Government,Number,Number of Employers,467
New London County,9011,2004,Government,Number,Annual Average Employment,38911
New London County,9011,2004,Government,US Dollars,Annual Average Wage,39369
New London County,9011,2005,All Industries,Number,Number of Employers,6713
New London County,9011,2005,All Industries,Number,Annual Average Employment,129292
New London County,9011,2005,All Industries,US Dollars,Annual Average Wage,42140
New London County,9011,2005,Government,Number,Number of Employers,465
New London County,9011,2005,Government,US Dollars,Annual Average Wage,40974
New London County,9011,2005,Government,Number,Annual Average Employment,39206
New London County,9011,2006,All Industries,Number,Number of Employers,6824
New London County,9011,2006,All Industries,US Dollars,Annual Average Wage,43178
New London County,9011,2006,All Industries,Number,Annual Average Employment,129353
New London County,9011,2006,Government,Number,Number of Employers,469
